x,mean,ci_min,ci_max
0.0,0.9008547242950471,0.7713623906433436,1.0
0.1,0.9015866477738811,0.7729396581223351,1.0
0.2,0.9023145378156773,0.7745087067450092,1.0
0.3,0.9030384100609102,0.7760695669891817,1.0
0.4,0.9037582801118267,0.7776222692607675,1.0
0.5,0.9044741635324898,0.7791668438938609,1.0
0.6,0.9051860758488238,0.7807033211508175,1.0
0.7,0.9058940325486587,0.7822317312223357,1.0
0.8,0.9065980490817742,0.7837521042275379,1.0
0.9,0.9072981408599449,0.7852644702140519,1.0
1.0,0.9079943232569841,0.7867688591580921,1.0
1.1,0.9086866116087894,0.7882653009645417,1.0
1.2,0.9093750212133858,0.7897538254670328,1.0
1.3,0.9100595673309712,0.7912344624280291,1.0
1.4,0.9107402651839608,0.7927072415389063,1.0
1.5,0.9114171299570312,0.794172192420034,1.0
1.6,0.9120901767971653,0.795629344620857,1.0
1.7,0.9127594208136968,0.7970787276199767,1.0
1.8,0.9134248770783543,0.7985203708252324,1.0
1.9,0.9140865606253061,0.799954303573783,1.0
2.0,0.9147444864512051,0.8013805551321875,1.0
2.1,0.9153986695152325,0.8027991546964879,1.0
2.2,0.916049124739143,0.8042101313922888,1.0
2.3,0.9166958670073089,0.8056135142748406,1.0
2.4,0.9173389111667649,0.8070093323291196,1.0
2.5,0.9179782720272521,0.8083976144699099,1.0
2.6,0.9186139643612635,0.8097783895418843,1.0
2.7,0.9192460029040874,0.8111516863196868,1.0
2.8,0.9198744023538524,0.8125175335080126,1.0
2.9,0.9204991773715723,0.8138759597416908,1.0
3.0,0.9211203425811899,0.8152269935857648,1.0
3.1,0.921737912569622,0.816570663535574,1.0
3.2,0.9223519018868035,0.8179069980168354,1.0
3.3,0.9229623250457325,0.8192360253857248,1.0
3.4,0.9235691965225142,0.8205577739289585,1.0
3.5,0.924172530756406,0.821872271863874,1.0
3.6,0.9247723421498614,0.823179547338512,1.0
3.7,0.9253686450685747,0.8244796284316978,1.0
3.8,0.9259614538415263,0.8257725431531222,1.0
3.9,0.9265507827610255,0.8270583194434235,1.0
4.0,0.9271366460827571,0.8283369851742681,1.0
4.1,0.9277190580258242,0.8296085681484332,1.0
4.2,0.9282980327727934,0.8308730960998866,1.0
4.3,0.9288735844697396,0.8321305966938694,1.0
4.4,0.9294457272262898,0.8333810975269763,1.0
4.5,0.9300144751156684,0.8346246261272382,1.0
4.6,0.9305798421747409,0.8358612099542024,1.0
4.7,0.9311418424040593,0.8370908763990151,1.0
4.8,0.9317004897679056,0.8383136527845017,1.0
4.9,0.9322557981943375,0.8395295663652489,1.0
5.0,0.9328077815752316,0.8407386443276861,1.0
5.1,0.9333564537663289,0.8419409137901663,1.0
5.2,0.933901828587279,0.8431364018030482,1.0
5.3,0.9344439198216845,0.8443251353487766,1.0
5.4,0.9349827412171458,0.845507141341965,1.0
5.5,0.935518306485305,0.8466824466294762,1.0
5.6,0.9360506293018913,0.8478510779905035,1.0
5.7,0.9365797233067649,0.8490130621366531,1.0
5.8,0.9371056021039614,0.8501684257120241,1.0
5.9,0.9376282792617369,0.8513171952932915,1.0
6.0,0.938147768312612,0.852459397389786,1.0
6.1,0.9386640827534165,0.8535950584435766,1.0
6.2,0.939177236045334,0.8547242048295512,1.0
6.3,0.9396872416139462,0.8558468628554986,1.0
6.4,0.9401941128492776,0.8569630587621895,1.0
6.5,0.9406978631058399,0.8580728187234579,1.0
6.6,0.9411985057026765,0.8591761688462826,1.0
6.7,0.941696053923407,0.8602731351708688,1.0
6.8,0.9421905210162723,0.8613637436707292,1.0
6.9,0.9426819201941777,0.8624480202527653,1.0
7.0,0.9431702646347391,0.8635259907573491,1.0
7.1,0.9436555674803262,0.8645976809584044,1.0
7.2,0.9441378418381077,0.865663116563488,1.0
7.3,0.9446171007800955,0.8667223232138714,1.0
7.4,0.9450933573431897,0.867775326484622,1.0
7.5,0.9455666245292224,0.8688221518846843,1.0
7.6,0.9460369153050024,0.8698628248569618,1.0
7.7,0.9465042426023607,0.8708973707783981,1.0
7.8,0.9469686193181932,0.871925814960058,1.0
7.9,0.9474300583145068,0.8729481826472096,1.0
8.0,0.9478885724184631,0.8739644990194052,1.0
8.1,0.9483441744224232,0.8749747891905624,1.0
8.2,0.9487968770839921,0.8759790782090462,1.0
8.3,0.9492466931260632,0.8769773910577503,1.0
8.4,0.949693635236863,0.8779697526541775,1.0
8.5,0.9501377160699953,0.8789561878505228,1.0
8.6,0.950578948244486,0.8799367214337528,1.0
8.7,0.9510173443448274,0.8809113781256892,1.0
8.8,0.951452916921023,0.8818801825830885,1.0
8.9,0.9518856784886314,0.8828431593977241,1.0
9.0,0.9523156415288118,0.8838003330964674,1.0
9.1,0.9527428184883673,0.88475172814137,1.0
9.2,0.9531672217797907,0.885697368929744,1.0
9.3,0.953588863781308,0.8866372797942441,1.0
9.4,0.9540077568369232,0.8875714850029486,1.0
9.5,0.9544239132564631,0.888500008759441,1.0
9.6,0.9548373453156216,0.8894228752028918,1.0
9.7,0.9552480652560038,0.8903401084081388,1.0
9.8,0.9556560852851717,0.8912517323857696,1.0
9.9,0.9560614175766872,0.8921577710822023,1.0
10.0,0.9564640742701576,0.8930582483797673,1.0
10.1,0.9568640674712798,0.8939531880967885,1.0
10.2,0.9572614092518853,0.8948426139876645,1.0
10.3,0.9576561116499837,0.8957265497429506,1.0
10.4,0.958048186669808,0.8966050189894396,1.0
10.5,0.9584376462818589,0.8974780452902431,1.0
10.6,0.9588245024229494,0.8983456521448737,1.0
10.7,0.9592087669962491,0.8992078629893256,1.0
10.8,0.9595904518713291,0.9000647011961564,1.0
10.9,0.9599695688842058,0.9009161900745684,1.0
11.0,0.9603461298373862,0.9017623528704894,1.0
11.1,0.9607201464999121,0.9026032127666557,1.0
11.2,0.9610916306074042,0.9034387928826914,1.0
11.3,0.9614605938621076,0.9042691162751914,1.0
11.4,0.961827047932935,0.9050942059378021,1.0
11.5,0.9621910044555126,0.9059140848013031,1.0
11.6,0.9625524750322236,0.9067287757336879,1.0
11.7,0.9629114712322528,0.9075383015402465,1.0
11.8,0.963268004591632,0.9083426849636456,1.0
11.9,0.9636220866132832,0.9091419486840104,1.0
12.0,0.9639737287670642,0.9099361153190066,1.0
12.1,0.9643229424898125,0.9107252074239209,1.0
12.2,0.9646697391853901,0.9115092474917429,1.0
12.3,0.9650141302247279,0.9122882579532462,1.0
12.4,0.9653561269458701,0.91306226117707,1.0
12.5,0.9656957406540191,0.9138312794698007,1.0
12.6,0.9660329826215793,0.9145953350760527,1.0
12.7,0.9663678640882027,0.9153544501785502,1.0
12.8,0.9667003962608322,0.9161086468982088,1.0
12.9,0.9670305903137468,0.9168579472942162,1.0
13.0,0.9673584573886063,0.9176023733641142,1.0
13.1,0.9676840085944952,0.9183419470438801,1.0
13.2,0.9680072550079677,0.9190766902080073,1.0
13.3,0.9683282076730919,0.9198066246695881,1.0
13.4,0.9686468776014944,0.9205317721803935,1.0
13.5,0.968963275772405,0.921252154430956,1.0
13.6,0.9692774131327012,0.9219677930506498,1.0
13.7,0.9695893005969521,0.9226787096077731,1.0
13.8,0.9698989490474638,0.923384925609629,1.0
13.9,0.9702063693343234,0.9240864625026074,1.0
14.0,0.9705115722754435,0.9247833416722653,1.0
14.1,0.970814568656607,0.9254755844434096,1.0
14.2,0.9711153692315113,0.9261632120801775,1.0
14.3,0.9714139847218131,0.9268462457861183,1.0
14.4,0.9717104258171724,0.9275247067042746,1.0
14.5,0.9720047031752977,0.9281986159172637,1.0
14.6,0.9722968274219903,0.9288679944473596,1.0
14.7,0.9725868091511884,0.9295328632565731,1.0
14.8,0.9728746589250119,0.9301932432467347,1.0
14.9,0.9731603872738072,0.9308491552595747,1.0
15.0,0.973444004696191,0.9315006200768056,1.0
15.1,0.9737255216590955,0.9321476584202025,1.0
15.2,0.974004948597813,0.9327902909516856,1.0
15.3,0.9742822959160393,0.9334285382734009,1.0
15.4,0.9745575739859197,0.9340624209278015,1.0
15.5,0.9748307931480922,0.9346919593977291,1.0
15.6,0.975101963711733,0.935317174106496,1.0
15.7,0.9753710959546003,0.9359380854179655,1.0
15.8,0.9756382001230796,0.9365547136366343,1.0
15.9,0.9759032864322271,0.9371670790077129,1.0
16.0,0.9761663650658154,0.9377752017172079,1.0
16.1,0.9764274461763772,0.9383791018920024,1.0
16.2,0.9766865398852501,0.9389787995999385,1.0
