x,y,cluster
0.6901041865582769,0.733249774160921,0
0.6433822085681928,0.7255125613200634,0
0.6335704960059275,0.7123175418729121,0
0.6921653889433326,0.7317907958332595,0
0.6324289270100144,0.7377809204553734,0
0.6985699279992023,0.682687768697634,0
0.7261428627277305,0.7089345106843281,0
0.6851001946828976,0.7053961719167923,0
0.654037122929463,0.7169215098345985,0
0.70616326475238,0.7112132053607978,0
0.6844549167354179,0.7212394187583342,0
0.6245087687280417,0.7299549774724272,0
0.6718966834513156,0.678738985945708,0
0.7020201743247507,0.7039444634187199,0
0.679203966699037,0.7168958171059756,0
0.6694699932102781,0.7357882771342696,0
0.6483104187812639,0.7575341500844427,0
0.6818967453338196,0.7451655076568956,0
0.618157147459689,0.7319452550882324,0
0.6597518274870229,0.69280639809525,0
0.6709273630086274,0.7147150708882674,0
0.6327042641529068,0.7449377916429039,0
0.6135942174265177,0.7666653370794425,0
0.7005684247260746,0.737211773474177,0
0.6601903431854979,0.738657916530118,0
0.6223988977701567,0.7513147494818698,0
0.6540422473328183,0.7619805464906888,0
0.6648377587741325,0.7204303735423291,0
0.7006073978558661,0.7193911075277017,0
0.7149374799649956,0.7138291743284315,0
0.6467514532126603,0.7482355804736405,0
0.6588698491541541,0.7127606698415455,0
0.628140136416393,0.739191460108267,0
0.6768226359440878,0.7546026559490054,0
0.703414034109475,0.7264619983210396,0
0.6725442225575549,0.7357533644104435,0
0.7122613811691365,0.7260262172673175,0
0.6603824892116866,0.707168046785952,0
0.6380397678613494,0.7251052449335353,0
0.6243146586222614,0.7199638507130123,0
0.6561328075925766,0.7158662755050806,0
0.6608355509214783,0.7599424874716827,0
0.6914361260713292,0.7479979197318258,0
0.655380605518888,0.7527023379872335,0
0.6651220490262122,0.7149851220628152,0
0.6864001896106344,0.7389779248913733,0
0.6978706083814428,0.7032612676953035,0
0.6523914449037194,0.7297883944074453,0
0.6847899861048058,0.739193076420356,0
0.672718290614633,0.7299300771922852,0
0.6352130141864943,0.7157533896344512,0
0.6833904624846492,0.699093676552463,0
0.6629085920035859,0.7191971181886507,0
0.6282415479980927,0.7236955456893958,0
0.6517432072283253,0.7190799935061151,0
0.6744869476314925,0.6884582303110154,0
0.6578171992118045,0.7081598343193283,0
0.7017213004312233,0.6837532923029819,0
0.6423350484314047,0.7398580447206162,0
0.6299800585052869,0.6909850303844244,0
0.6428483112571458,0.7233450140648982,0
0.6060304410240197,0.7244713029457829,0
0.6789556112186829,0.7374061881073022,0
0.6276972714881329,0.7091264935819507,0
0.6941829744643147,0.7178756486388371,0
0.6640351663677091,0.7204490510918529,0
0.7286997134036788,0.7057572092863561,0
0.670587746791312,0.7312381728913118,0
0.6567296646076267,0.7351778764701687,0
0.6706392101046269,0.7164470378745592,0
0.6526593474987678,0.7344695052971526,0
0.6567727264518367,0.7252059714394471,0
