x,y,cluster
0.324916018732579,0.1000017165582425,0
0.3182879123696546,0.0849620724756196,0
0.3056174268896512,0.091804784583357,0
0.3333445754419435,0.1070569726392355,0
0.3142726156775945,0.1094703177495482,0
0.3254957902394562,0.0811446330644855,0
0.3149601399237857,0.0974346053218361,0
0.3278767727779839,0.0923583158324284,0
0.3379704754768725,0.0825247358281327,0
0.2836996198993537,0.0978926167267875,0
0.3087237007959489,0.0806643257395374,0
0.3129448563372277,0.0640074565412613,0
0.3098896033508614,0.084096896363751,0
0.3020568584407739,0.1445246331900761,0
0.3158537056262713,0.0899246045184703,0
0.2801423176732645,0.1220096830253115,0
0.2961553153997858,0.0891586031091336,0
0.3046152796800782,0.1058294218236394,0
0.3000727369028899,0.103222481642049,0
0.2849342463452579,0.1100911374424061,0
0.2953220092038052,0.0981530015850765,0
0.3301703473908157,0.0891079662527984,0
0.3294897665070636,0.0832616386074112,0
0.2857037272400001,0.1172081080428459,0
0.3082139491000017,0.0929747623249583,0
0.2818123148968151,0.0885082089857751,0
0.2903869057988834,0.0962207965844779,0
0.3167311359271806,0.07224581346037,0
0.3093779466276995,0.0826577905192251,0
0.3225753426417329,0.1259100648451959,0
0.3308414583973971,0.1196236024334976,0
0.3119144064801315,0.093640439920976,0
0.3313446485262833,0.1409731374535573,0
0.3173151221705097,0.0976607900241026,0
0.3191791133683797,0.1052228586570303,0
0.3170000741795395,0.073768816940533,0
0.3148304363428451,0.090417185608503,0
0.3268577606550095,0.1010156077440947,0
0.3054700743406564,0.1071786371426521,0
0.3112469080275292,0.0914956632867217,0
0.3021932150968479,0.0834098984120816,0
0.319389430514781,0.1078053399162,0
0.3131417661716507,0.1088753945812322,0
0.2528573300261054,0.1228005667744341,0
0.2856282186335093,0.0954507680392596,0
0.318730305490685,0.0989668037239437,0
0.3112660297563986,0.0854585232771127,0
0.3309698159530179,0.0831284965322512,0
0.2939586535838384,0.0940304541723082,0
0.3067269476112494,0.1072843961461884,0
0.311954349461014,0.0900891096399537,0
0.2843121149669487,0.0899421409827858,0
0.3241866995927107,0.1188987186889572,0
0.2787430307937402,0.0762351608265816,0
