x,y,cluster
0.5765529625868376,0.3604479304244436,0
0.5628645067540977,0.3397175598359752,0
0.5558100226284509,0.3528578047457286,0
0.5753649216386526,0.3526821868754767,0
0.5626294560353118,0.3203820639033522,0
0.5616442488613509,0.3389549101367549,0
0.5858489566467587,0.3347330679983669,0
0.5871813127199568,0.3485870722388276,0
0.5632459363117563,0.350832661065002,0
0.5686772187288902,0.3383459551304633,0
0.5563477259776249,0.3314616763030349,0
0.5850956250476462,0.3368901510399428,0
0.5854194608132354,0.3467572202517123,0
0.5901846512770661,0.3250816860085904,0
0.545150188636349,0.335187625394057,0
0.5762801565542908,0.3438468888231695,0
0.5737929699738903,0.3545555235382793,0
0.5947247315055607,0.3248698775429693,0
0.5823313540832815,0.3502175337091304,0
0.5953387823174029,0.3390998903916374,0
0.5789362450891836,0.3384578852774127,0
0.5462433863561229,0.3468584570735446,0
0.5716657694514169,0.3257990503182483,0
0.5744810669579274,0.3283178023468251,0
0.5720837448875411,0.3362847824549298,0
0.5693923705809185,0.3490307793032689,0
0.6026262705610579,0.3249152913077057,0
0.5495944843042195,0.360235102753225,0
0.5587659382978527,0.3385510744507519,0
0.5627996229013836,0.356988133549975,0
0.5573209050880289,0.354126924798751,0
0.5599198676836233,0.3487227011337704,0
0.5626140006437216,0.3445407294171768,0
0.5852463484690553,0.3381306416774068,0
0.591033436753371,0.3316755416966225,0
0.55178687041831,0.3587039406474801,0
0.5555710719545333,0.3409492703563165,0
0.5469129128682608,0.3388990117866111,0
0.5681340116304635,0.3420084231856184,0
0.5750206352478118,0.3337417614484653,0
0.5721816108885374,0.329711387277419,0
0.5731970575567236,0.346722149014513,0
0.5778687653532553,0.3495425667796545,0
0.5771648755949554,0.3424465963821347,0
0.576207958691841,0.3537296783955446,0
0.5785692821292993,0.3452292292584558,0
0.5783343377436859,0.3505290536353499,0
0.5762749339174371,0.3318389380280534,0
0.5795533949955752,0.3370173809925955,0
0.5810309260931442,0.3451091632599779,0
0.5680954850313754,0.3489322573171284,0
0.5811999326877894,0.3307536677587458,0
0.5655355308121479,0.3336880541200838,0
0.581036327176939,0.3571902462957848,0
0.5734726252676887,0.3603119057497306,0
0.563450407254164,0.3454419724261389,0
0.5690596824066239,0.3416861378259191,0
0.5803302142247284,0.3466657652755635,0
0.5758573313357721,0.3267015816559533,0
0.5872908787511469,0.3339137059914068,0
0.5595337463101097,0.3426110945625058,0
0.5692536853924788,0.3477153678095159,0
0.5765499564667342,0.3349856799740709,0
0.5522086638006389,0.3401546968733902,0
0.5768545493668272,0.3520498017416036,0
0.5665165678068916,0.3389490518837721,0
0.5756614357918213,0.3325068838090522,0
0.5835324224115676,0.338878141381511,0
0.5677801597765637,0.360170384209582,0
0.5445982402872944,0.3399206560186649,0
0.5672037861936521,0.3417144679263938,0
0.5922909011369167,0.3364541892484134,0
0.5349132233564873,0.3510699138308787,0
0.577670397306672,0.3472802883695215,0
0.5584695486895073,0.3476537601784424,0
0.572553186938001,0.3432160599796345,0
0.597843903192649,0.3261488031809807,0
0.5751437639484359,0.3500981664364751,0
0.5770772833447844,0.3319890352824594,0
0.5495305442671093,0.3347692498181802,0
0.560991700486009,0.3548266825662792,0
0.5820599375635653,0.3371835966186764,0
0.5571299467178196,0.335059403461477,0
0.5722296642002117,0.3360599520950948,0
0.5835053447896,0.344101011697073,0
0.5826178699397421,0.3457097922743869,0
0.5787776624052204,0.3315407580125556,0
0.5480408004710485,0.3508731079258388,0
0.5995913584807596,0.3340766583138002,0
0.5625007674320873,0.3324421806472355,0
0.5645927544551254,0.3555983597612572,0
0.5898186839470491,0.3308975270240568,0
0.5730319949135991,0.3441653595288227,0
0.5566079273260549,0.3343930462334135,0
0.5718397286456178,0.3421083157357126,0
0.5618803120764361,0.3273420314602615,0
0.5781966327804526,0.3445073856840827,0
0.5834033355614314,0.3362989338991916,0
0.5653470529135665,0.3303651829596632,0
