x,mean,ci_min,ci_max
0.0,0.4814034635348672,0.36847687458229006,0.5848435986285149
0.1,0.4832420923942923,0.3697426849918437,0.5875925812164624
0.2,0.485078716452639,0.3710130982907526,0.5903277198721164
0.3,0.4869133169329527,0.372288066587256,0.5930490647832487
0.4,0.4887458751653512,0.37356754215861065,0.5957566660202507
0.5,0.49057637258682557,0.374851477450852,0.5984505735362675
0.6,0.4924047907410442,0.3761398250785558,0.6011308371673334
0.7,0.49423111127815256,0.3774325378245984,0.6037975066325026
0.8,0.4960553159545767,0.3787295686399189,0.6064506315339859
0.9,0.4978773866328246,0.3800308706432801,0.6090902613572828
1.0,0.4996973052812887,0.3813363971210292,0.6117164454713166
1.1,0.5015150539740476,0.3826461015268595,0.6143292331285675
1.2,0.5033306148906682,0.38395993748157187,0.6169286734652062
1.3,0.5051439703160073,0.38527785877283516,0.6195148155012287
1.4,0.5069551026400151,0.38659981935494825,0.62208770814059
1.5,0.5087639943575348,0.38792577334860046,0.6246474001713374
1.6,0.5105706280681069,0.38925567504063363,0.6271939402657443
1.7,0.5123749864757701,0.3905894788838027,0.6297273769804448
1.8,0.5141770523888632,0.3919271394965367,0.6322477587565671
1.9,0.5159768087198282,0.3932686116627011,0.6347551339198675
2.0,0.5177742384850113,0.39461385033135776,0.6372495506808642
2.1,0.5195693248044647,0.39596281061652683,0.6397310571349711
2.2,0.52136205090175,0.3973154477969477,0.642199701262632
2.3,0.523152400103739,0.3986717173158403,0.6446555309294537
2.4,0.5249403558404162,0.40003157478066687,0.6470985938863412
2.5,0.5267259016446808,0.40139497596289164,0.6495289377696303
2.6,0.5285090211521488,0.40276187679774367,0.6519466101012217
2.7,0.5302896981009546,0.4041322333839774,0.6543516582887157
2.8,0.532067916331554,0.4055060019836336,0.6567441296255448
2.9,0.5338436597865248,0.4068831390218012,0.6591240712911091
3.0,0.53561691251037,0.4082636010863777,0.6614915303509081
3.1,0.53738765864932,0.4096473449278314,0.6638465537566772
3.2,0.5391558824511331,0.4110343274589616,0.6661891883465192
3.3,0.5409215682648993,0.4124245057546606,0.6685194808450394
3.4,0.5426847005408411,0.4138178370516741,0.670837477863479
3.5,0.544445263830116,0.41521427874836336,0.6731432258998495
3.6,0.5462032427846191,0.41661378840446583,0.6754367713390661
3.7,0.5479586221567838,0.4180163237408562,0.6777181604530815
3.8,0.549711386799385,0.4194218426393084,0.6799874394010201
3.9,0.5514615216653407,0.42083030314225567,0.6822446542293118
4.0,0.5532090118075135,0.42224166345255276,0.6844898508718257
4.1,0.5549538423785142,0.423655881933237,0.6867230751500041
4.2,0.556695998630502,0.4250729171072887,0.6889443727729965
4.3,0.5584354659149877,0.42649272765739343,0.691153789337793
4.4,0.560172229682635,0.4279152724257025,0.6933513703293588
4.5,0.5619062754830633,0.42934051041359445,0.6955371611207674
4.6,0.563637588964649,0.4307684007814364,0.6977112069733351
4.7,0.5653661558743281,0.43219890284834495,0.6998735530367546
4.8,0.5670919620573979,0.43363197609194737,0.7020242443492284
4.9,0.5688149934573192,0.4350675801481435,0.7041633258376037
5.0,0.5705352361155183,0.436505674810866,0.7062908423175055
5.1,0.5722526761711885,0.437946220031842,0.7084068384934705
5.2,0.5739672998610934,0.43938917592035465,0.7105113589590814
5.3,0.5756790935193674,0.4408345027430036,0.7126044481971001
5.4,0.5773880435773191,0.44228216092346684,0.7146861505796022
5.5,0.5790941365632322,0.4437321110422616,0.7167565103681108
5.6,0.5807973591021683,0.4451843138365057,0.7188155717137301
5.7,0.5824976979157688,0.4466387301996785,0.7208633786572791
5.8,0.5841951398220564,0.44809532118138273,0.722899975129426
5.9,0.585889671735238,0.44955404798710485,0.7249254049508218
6.0,0.587581280665506,0.45101487197797707,0.7269397118322343
6.1,0.5892699537188406,0.45247775467053786,0.7289429393746814
6.2,0.5909556780968118,0.45394265773649345,0.730935131069566
6.3,0.5926384410963815,0.45540954300247966,0.7329163302988086
6.4,0.5943182301097056,0.4568783724498219,0.7348865803349827
6.5,0.5959950326239358,0.45834910821429703,0.736845924341447
6.6,0.597668836221022,0.4598217125858951,0.7387944053724809
6.7,0.5993396285775137,0.4612961480085796,0.7407320663734166
6.8,0.6010073974643623,0.46277237708004904,0.7426589501807748
6.9,0.6026721307467239,0.46425036255149854,0.7445750995223973
7.0,0.6043338163837603,0.46573006732738037,0.7464805570175812
7.1,0.6059924424284412,0.4672114544651657,0.7483753651772131
7.2,0.6076479970273467,0.4686944871751054,0.7502595664039027
7.3,0.6093004684204694,0.470179128819992,0.7521332029921162
7.4,0.6109498449410151,0.4716653429149198,0.753996317128311
7.5,0.612596115015207,0.4731530931270466,0.7558489508910694
7.6,0.6142392671620858,0.47464234327535554,0.757691146251232
7.7,0.6158792899933128,0.4761330573304152,0.759522945072032
7.8,0.6175161722129714,0.47762519941414183,0.7613443891092287
7.9,0.6191499026173696,0.4791187337995595,0.7631555200112419
8.0,0.6207804700948417,0.48061362491056225,0.7649563793192851
8.1,0.6224078636255502,0.48210983732167484,0.7667470084674999
8.2,0.6240320722812888,0.48360733575781417,0.7685274487830899
8.3,0.6256530852252826,0.48510608509405034,0.770297741486454
8.4,0.627270891711992,0.48660605035536764,0.772057927691321
8.5,0.6288854810869138,0.4881071967164266,0.7738080484048826
8.6,0.630496842786383,0.489609489501324,0.7755481445279284
8.7,0.6321049663373757,0.4911128941833551,0.7772782568549786
8.8,0.6337098413573103,0.49261737638477426,0.7789984260744187
8.9,0.6353114575538502,0.4941229018765565,0.7807086927686329
9.0,0.636909804724705,0.4956294365781586,0.7824090974141383
9.1,0.6385048727574336,0.4971369465572799,0.7840996803817185
9.2,0.6400966516292452,0.4986453980296243,0.7857804819365577
9.3,0.6416851314068022,0.5001547573586611,0.7874515422383744
9.4,0.6432703022460212,0.5016649910553859,0.7891129013415551
9.5,0.6448521543918765,0.5031760657780818,0.790764599195289
9.6,0.6464306781782005,0.5046879483320819,0.7924066756437005
9.7,0.6480058640274873,0.5062006056695283,0.7940391704259843
9.8,0.649577702450693,0.5077140048891355,0.7956621231765385
9.9,0.6511461840470396,0.50922811323595,0.7972755734250992
10.0,0.6527112995038156,0.5107428981011124,0.7988795605968737
10.1,0.6542730395961784,0.5122583270216181,0.8004741240126743
10.2,0.6558313951869571,0.5137743676800794,0.802059302889053
10.3,0.6573863572264533,0.5152909879044852,0.8036351363384344
10.4,0.6589379167522442,0.5168081556679638,0.8052016633692504
10.5,0.6604860648889839,0.5183258390885431,0.8067589228860732
10.6,0.6620307928482054,0.519844006428912,0.80830695368975
10.7,0.6635720919281234,0.5213626260961819,0.8098457944775367
10.8,0.6651099535134362,0.5228816666416477,0.811375483843231
10.9,0.6666443690751263,0.524401096760549,0.8128960602773073
11.0,0.6681753301702643,0.5259208852918313,0.8144075621670499
11.1,0.6697028284418102,0.5274410012179076,0.8159100277966873
11.2,0.6712268556184151,0.5289614136644187,0.8174034953475258
11.3,0.6727474035142236,0.5304820918999957,0.8188880028980833
11.4,0.6742644640286757,0.5320030053360196,0.8203635884242232
11.5,0.6757780291463089,0.5335241235263845,0.8218302897992888
11.6,0.6772880909365603,0.5350454161672566,0.8232881447942362
11.7,0.6787946415535685,0.5365668530968375,0.8247371910777693
11.8,0.6802976732359757,0.5380884042951237,0.8261774662164725
11.9,0.6817971783067296,0.5396100398836694,0.8276090076749455
12.0,0.6832931491728855,0.5411317301253457,0.8290318528159367
12.1,0.6847855783254087,0.5426534454241041,0.8304460389004771
12.2,0.6862744583389757,0.5441751563247361,0.8318516030880144
12.3,0.6877597818717771,0.5456968335126346,0.8332485824365466
12.4,0.6892415416653193,0.5472184478135564,0.8346370139027561
12.5,0.6907197305442259,0.5487399701933813,0.8360169343421434
12.6,0.6921943414160412,0.5502613717578748,0.8373883805091609
12.7,0.6936653672710307,0.5517826237524495,0.8387513890573469
12.8,0.6951328011819842,0.5533036975619252,0.8401059965394599
12.9,0.6965966363040168,0.5548245647102907,0.8414522394076114
13.0,0.6980568658743723,0.5563451968604651,0.8427901540134008
13.1,0.6995134832122242,0.5578655658140592,0.8441197766080488
13.2,0.7009664817184775,0.5593856435111357,0.8454411433425313
13.3,0.7024158548755725,0.5609054020299721,0.8467542902677132
13.4,0.7038615962472838,0.5624248135868197,0.8480592533344825
13.5,0.7053036994785258,0.5639438505356671,0.8493560683938841
